country,year,award_category,rank_no,score,process,total_value,weight_kg,acidity_str_agg,aroma_flavor_str_agg,other_str_agg,overall_str_agg,characteristics_str_agg
costa-rica,2011,coe,2,88.97,,27324,,"juicy,lively citric bubbly,transparent,clear,well structured,complete","cane sugar,super sweet,brown sugar,jasmine tea,walnut,apple lychee cherry,apple,strawberry,champagne,muscat,coconut","milk chocolate,aftertaste,gentle floral finish","milk chocolate,aftertaste,gentle floral finish","milk chocolate,aftertaste,gentle floral finish"
costa-rica,2011,coe,3,88.85,,16622.1,,"citric,juicy very bright,tangy,sparkling,tart","orange,citric,caramel,sweet lime,maple,cinnamon,fruity floral chocolate cocoa spicy almonds,blueberry apple","creamy mouthfeel,almond aftertaste,long,lingering aftertaste,very stable","creamy mouthfeel,almond aftertaste,long,lingering aftertaste,very stable","creamy mouthfeel,almond aftertaste,long,lingering aftertaste,very stable"
costa-rica,2011,coe,8,87.82,,15696.12,,"very delicate,soft,bright","lemon,ripe apple,chocolate,tangerine,apricot,light raisin melons,black currant","honey aftertaste,sweet,round,chocolate,cocoa,aftertaste,well balanced,velvety chocolate","honey aftertaste,sweet,round,chocolate,cocoa,aftertaste,well balanced,velvety chocolate","honey aftertaste,sweet,round,chocolate,cocoa,aftertaste,well balanced,velvety chocolate"
costa-rica,2011,coe,15,85.72,,10474.2,,"crisp,gently citrus,nice sweetness,juicy,consistent","hazelnut,graham cracker,black berry,caramel,tangerine honey,cranberry,red apple,almonds","silky,smooth,clear,clean","silky,smooth,clear,clean","silky,smooth,clear,clean"
costa-rica,2011,coe,23,85.06,,10246.5,,"soft lime,firm,refined,citric","molasses,chocolate cake,nougat,bakers chocolate,black tea,mandarin,peach,caramel","nice,well balanced,silky mouthfeel","nice,well balanced,silky mouthfeel","nice,well balanced,silky mouthfeel"
costa-rica,2011,coe,29,84.38,,10929.6,,"well refined,vibrant","almond butter fragrance,raisins,licorice,orange chocolate grapefruit tangerine,milk chocolate,vanilla aroma and flavor",very sweet,very sweet,very sweet
costa-rica,2012,coe,6,88.2,,22865.64,,"soft tartaric,green apple,malic burgundy wine acidity lime orange","rose berry cherry floral,dark chocolate,cinnamon raisin cardamom blackcurrant vanilla tobacco,black tea,dried apricot",elegant long fruity finish,elegant long fruity finish,elegant long fruity finish
costa-rica,2012,coe,18,86.17,,15514.2,,"green apple,bright malic crisp","light vanilla nutella hazelnut,plum juicy peach grapefruit papaya,milk chocolate,apricot vanilla","cardamom gram flour cracker well textured,well balanced","cardamom gram flour cracker well textured,well balanced","cardamom gram flour cracker well textured,well balanced"
costa-rica,2012,coe,24,85.77,,13692,,red cherry red grapefruit lively crisp,"milk chocolate,raisin honey,lime zest,grapes,red apple,passion fruit,blueberry",agave sweetness chocolate and honey aftertaste refined balanced,agave sweetness chocolate and honey aftertaste refined balanced,agave sweetness chocolate and honey aftertaste refined balanced
costa-rica,2012,coe,26,85.33,,12117.42,,soft orange acidity,"hibiscus soft fruit pink peppercorns,honey,milk chocolate,black tea,apricot sweet caramel blueberry,green apple","velvety sparkling dry finish,medium body","velvety sparkling dry finish,medium body","velvety sparkling dry finish,medium body"
costa-rica,2012,coe,16,86.47,,14947.1,,tartaric malic green apple,"chocolate pudding cedar cocoa vanilla cake,grape,black cherry,rhubarb toffee cola,dark chocolate,cane sugar,sweet plum peaches","round,full body,dense smooth creamy jammy","round,full body,dense smooth creamy jammy","round,full body,dense smooth creamy jammy"
costa-rica,2012,coe,15,86.57,,15210,,"refined,complex acidity,citric,malic,tartaric components","pecan,dark chocolate,spice,pineapple,brown sugar,raisins cinnamon allspice cream brulee","round,full body,cocoa aftertaste","round,full body,cocoa aftertaste","round,full body,cocoa aftertaste"
costa-rica,2012,coe,19,86.1,,12444.4,,dry citrus complex sparkling crisp lemon mango,"hibiscus honeysuckle butterscotch honey orange roasted almonds,passion fruit,orange chocolate cinnamon vanilla raisin,sugar cane,blackberry sweet and sour pecan",blackcurrant jam lush,blackcurrant jam lush,blackcurrant jam lush
costa-rica,2012,coe,25,85.7,,14550,,blackberries sparkling,"tangerine cocoa plum honeysuckle,semi,sweet chocolate,black dry dried cherries lemon",dense body syrupy,dense body syrupy,dense body syrupy
costa-rica,2012,coe,21,86.03,,33466.4,,"green apple,soft juicy lemongrass","chocolate cardamom floral,coffee blossom,jasmine,honey melon papaya mango pinot grigio whitecurrant lime leaf","velvety,silky mouthfeel,jammy consistent","velvety,silky mouthfeel,jammy consistent","velvety,silky mouthfeel,jammy consistent"
costa-rica,2012,coe,17,86.3,,24009,,citrus,"lime poppy seed lemon vanilla,green apple,coffee liqueur,orange bergamot kaffir lime grapefruit berries",very floral complex,very floral complex,very floral complex
costa-rica,2012,coe,8,87.7,,17949.6,,"red cherry,well structured,lively refined","honey apricot,mango strawberry ginger whitecurrant mint,dark chocolate,watermelon sweet basil malbec wine",creamy juicy,creamy juicy,creamy juicy
costa-rica,2012,coe,11,86.8,,15061.2,,"bright lively,red berry,refined","strawberry spicy honey jasmine,papaya,concord grape,blackberry vanilla,milk chocolate,tasted almond peach orange clove spice","creamy mouthfeel,lingering berry finish","creamy mouthfeel,lingering berry finish","creamy mouthfeel,lingering berry finish"
costa-rica,2012,coe,20,86.1,,13463.8,,complex malic citric cherry crisp lime,"rose sandalwood floral cocoa,pear rosehip lychee,brown sugar","herbal,light finish delicate","herbal,light finish delicate","herbal,light finish delicate"
costa-rica,2012,coe,1,93.47,,99720,,citric crisp effervescent sparkling,"jasmine honeysuckle,bergamot cinnamon patchouli,lime,sweet lemon,orange lemon,milk chocolate,tropical fruits,lime zest","extremely complex,multi dimensional,silky almond finish","extremely complex,multi dimensional,silky almond finish","extremely complex,multi dimensional,silky almond finish"
costa-rica,2012,coe,23,85.83,,15216.1,,bright mandarin citric transparent,"floral jasmine blackcurrant,sweet citrus,lemon meringue peach mint tamarind",smooth mouthfeel,smooth mouthfeel,smooth mouthfeel
costa-rica,2012,coe,2,90.67,,45822.56,,"tartaric,red berries,grape refined moderate intensity","jasmine bergamot peach berries citrus,passion fruit,orange sorbet melon mango,milk chocolate,peach apricot jam tarragon","complex finish,silky mouthfeel,harmonious","complex finish,silky mouthfeel,harmonious","complex finish,silky mouthfeel,harmonious"
costa-rica,2012,coe,27,85.13,,12094.6,,crisp red apple,"lime honey cinnamon chocolate butter,kiwi maracuya soursop maple",elegant complex delicate,elegant complex delicate,elegant complex delicate
costa-rica,2012,coe,5,88.43,,23276.4,,grape round juicy,"fennel jasmine,stone fruits,ripe banana,white grape,orange peach mango dark cocoa pecan",round mouthfeel full bodied,round mouthfeel full bodied,round mouthfeel full bodied
costa-rica,2012,coe,9,87.53,,22040.2,,"citric malic lime,sweet orange,kaffir lime","lemon cardamom sweet floral carnation sandalwood dried cocoa,orange berries orange vanilla,milk chocolate,apricot",full bodied silky,full bodied silky,full bodied silky
costa-rica,2012,coe,22,85.93,,16865.7,,green apple gooseberry citric,"citrus cocoa cinnamon lime vanilla,vanilla melon gooseberry almond apricot key lime cocoa butter",buttery mouthfeel,buttery mouthfeel,buttery mouthfeel
costa-rica,2012,coe,10,87.27,,17140.4,,tangerine lemon blood orange,"cocoa vanilla lemon blossom orange caramel apple,milk chocolate,caramel plum blackberry","smooth,well balanced,dry wine finish","smooth,well balanced,dry wine finish","smooth,well balanced,dry wine finish"
costa-rica,2012,coe,4,88.67,,31205.9,,lime malic gentle refined,"vanilla sweet creamy,cane sugar,toffee caramel lime molasses,black cherry,strawberry honeydew melon",smooth creamy perfumed,smooth creamy perfumed,smooth creamy perfumed
costa-rica,2012,coe,14,86.57,,11412.1,,malic round sweet delicate,"cocoa,maple syrup,lavender,red apple,brown sugar,cocoa raisin cinnamon tobacco leaf cardamom pepper apricot","mild acidity,milk chocolate,velvety body","mild acidity,milk chocolate,velvety body","mild acidity,milk chocolate,velvety body"
costa-rica,2012,coe,7,87.97,,18482.96,,grapefruit apple bright effervescent,"honey floral vanilla granadilla,orange zest,anise,milk chocolate,blackcurrant,golden raisin,cinnamon",silky creamy cinnamon allspice,silky creamy cinnamon allspice,silky creamy cinnamon allspice
costa-rica,2012,coe,12,86.77,,17899.2,,pineapple tangerine bright,"dark cherry,nuts,brown sugar,butterscotch lemon,milk chocolate,marzipan almond blackcurrant,sugar cane,melon,green apple,milk chocolate",long sweet aftertaste smooth,long sweet aftertaste smooth,long sweet aftertaste smooth
costa-rica,2012,coe,13,86.73,,14833,,"cherry tartaric,red fruit,lemonade","citrus dry cocoa almonds vanilla honey,prune,milk chocolate,apple,brown sugar,caramel delicate spice","smooth mouthfeel,long,sweet finish,well balanced,very juicy","smooth mouthfeel,long,sweet finish,well balanced,very juicy","smooth mouthfeel,long,sweet finish,well balanced,very juicy"
costa-rica,2012,coe,3,88.93,,27338.36,,tangerine apple refined intense complex,"honey cinnamon licorice vanilla spicy,dark chocolate,passion fruit,pistachio orange pepper","creamy mouthfeel,long aftertaste,well balanced","creamy mouthfeel,long aftertaste,well balanced","creamy mouthfeel,long aftertaste,well balanced"
costa-rica,2013,coe,4,88.58,,18252,,"citric,lime effervescent,refined,complex","floral,tropical fruits,bergamot,brown sugar,sweet watermelon,orange","long finish silky,velvet,smooth,round,full bodied","long finish silky,velvet,smooth,round,full bodied","long finish silky,velvet,smooth,round,full bodied"
costa-rica,2013,coe,6,88.28,,21598.2,,"citric,clarity,translucent","really sweet,honey,cantaloupe,apricot,caramel,honey,passion fruit,custard,tangerine","silky,slick,syrup,layered","silky,slick,syrup,layered","silky,slick,syrup,layered"
costa-rica,2013,coe,18,85.86,,15818.4,,"melon acidity,transparent","peach lime,custard,vanilla,molasses,rose hips,caramel","round,silky,rich","round,silky,rich","round,silky,rich"
costa-rica,2013,coe,16,85.94,,17520,,"effervescent,sparkle,zest","mild fruit cherry,dark chocolate,tropical fruits,vanilla,caramel,lime","consistent,sweet creamy body,rich mouthfeel","consistent,sweet creamy body,rich mouthfeel","consistent,sweet creamy body,rich mouthfeel"
costa-rica,2013,coe,22,85.14,,10799.1,,"complex,juicy,wine,brisk","rose,hibiscus,juniper,blueberry,jasmine,cherry,mango","creamy,viscous,round","creamy,viscous,round","creamy,viscous,round"
costa-rica,2013,coe,3,89.03,,30876.3,,"citric,transparent,lively,delicate,structured","mango,peach,black currant,rhubarb,black cherry,honey,red apple","consistent long finish silky,velvet","consistent long finish silky,velvet","consistent long finish silky,velvet"
costa-rica,2013,coe,9,87.81,,20349,,,,,,
costa-rica,2013,coe,13,86.5,,17084.8,,"crisp,citric,pronounced","blackberry,raspberry,caramel,perfume,dark chocolate","rich,buttery,creamy","rich,buttery,creamy","rich,buttery,creamy"
costa-rica,2013,coe,12,86.56,,23038.1,,"lime citric,zingy","caramel,fruit,milk chocolate,walnuts,coconut,red grape,autumn leaves,spice","lush,silky,velvet","lush,silky,velvet","lush,silky,velvet"
costa-rica,2013,coe,20,85.69,,12928.5,,,,,,
costa-rica,2013,coe,2,90.08,,78018.3,,"grape,sparkle,complex,crisp","plum,raisin,butter,apricot,nectarine,peach,honey,banana,fruit basket,mandarin orange,green apple,lime","lush,round,quenching,satisfying,juicy","lush,round,quenching,satisfying,juicy","lush,round,quenching,satisfying,juicy"
costa-rica,2013,coe,5,88.31,,23604,,"lively,crisp,vibrant,mandarin,citric","cherry,peach,honey,toffee,caramel,milk chocolate,cream brulee,pecan,butterscotch,custard","round,balanced","round,balanced","round,balanced"
costa-rica,2013,coe,11,86.75,,16122.6,,crisp,"spicy,caramel,jammy,carob,rose",consistent as cooled round,consistent as cooled round,consistent as cooled round
costa-rica,2013,coe,21,85.58,,11863.8,,"tannic,green tea","chocolate,caramel,pineapple,maple,cherry,nutmeg,spice,toffee",silky,silky,silky
costa-rica,2013,coe,14,86.17,,17586.4,,"bright,complex,juicy,citric","cherry fruit,peach,melon,chestnut,orange finish,caramel,passion fruit","good long aftertaste smooth,round","good long aftertaste smooth,round","good long aftertaste smooth,round"
costa-rica,2013,coe,1,90.75,,63691.6,,"complex,refined,effervescent,clear","perfume,orange marmalade,papaya,peach,mango,cherry,strawberry,floral,jasmine","syrup,honey,full","syrup,honey,full","syrup,honey,full"
costa-rica,2013,coe,10,87.69,,15666.3,,"pronounced,lemon,citric,juicy,orange,smooth,round,rolling","kiwi,vanilla,peanut,dark chocolate,orange,hazelnut,bakers chocolate,raspberry,molasses","pronounced,lemon,citric,juicy,orange,smooth,round,rolling","pronounced,lemon,citric,juicy,orange,smooth,round,rolling","pronounced,lemon,citric,juicy,orange,smooth,round,rolling"
costa-rica,2013,coe,17,85.86,,18587.8,,"forward,complex","honey,peach,mango,caramel,juicy,apple","sweet,long finish,rolling,juicy,smooth","sweet,long finish,rolling,juicy,smooth","sweet,long finish,rolling,juicy,smooth"
costa-rica,2013,coe,15,86,,13841.1,,"complex,refined,citric,malic and tartaric,mandarin orange","butterscotch,caramel toffee,green apple,green grape,peach maple,blackberry,honey,orange blossom","long,sweet finish,beautiful,balanced syrupy mouth feel,silky body","long,sweet finish,beautiful,balanced syrupy mouth feel,silky body","long,sweet finish,beautiful,balanced syrupy mouth feel,silky body"
costa-rica,2013,coe,19,85.72,,17335.6,,"winey,complex,citric,tartaric","mild,caramel,fruity,walnut,chocolate","juicy,butter","juicy,butter","juicy,butter"
costa-rica,2013,coe,7,88.28,,23828.8,,"consistent,balanced,structure","lychee,vanilla,floral,honey,brown sugar,milk chocolate,strawberry,pear,caramel,toffee","smooth,silky","smooth,silky","smooth,silky"
costa-rica,2013,coe,8,88.14,,16426.8,,"citric,orange,zesty,complex","peaches,cream,apricot,caramel,milk chocolate,brown sugar,honeydew,sugar cane,pear","balanced,smooth,syrup,butter,velvet","balanced,smooth,syrup,butter,velvet","balanced,smooth,syrup,butter,velvet"
costa-rica,2014,coe,5,89.63,,26185.5,,"tartaric,citric,delicate,transparent,juicy,lime","berries vanilla,milk chocolate,red apple,strawberries,blackberries cherries,lemon lime,green tea,spicy chocolate nectarine,pink grapefruit","balanced,transparent,very clean,syrupy,smooth,structured","balanced,transparent,very clean,syrupy,smooth,structured","balanced,transparent,very clean,syrupy,smooth,structured"
