country,year,award_category,rank_no,score,process,total_value,weight_kg,acidity_str_agg,aroma_flavor_str_agg,other_str_agg,overall_str_agg,characteristics_str_agg
rwanda,2013,coe,13,86.38,,11310,,"citric,complex,lemon","plums,peach,cherries,apricot,floral,jasmine,lemon candy sweetness,green apple,honey,brown sugar","silky mouth feel,creamy,well rounded,smooth","silky mouth feel,creamy,well rounded,smooth","silky mouth feel,creamy,well rounded,smooth"
rwanda,2014,coe,16,86.59,,8400,,"citric balanced,subtle","ripe apple,caramel,peach,plum,vanilla,lemon,white grape","well balanced,sweet,acidity","well balanced,sweet,acidity","well balanced,sweet,acidity"
rwanda,2014,coe,22,85.82,,11502,,"refined lively,complex,malic","hibiscus,lemon,rosehip,cherry,fruits,mint,molasses,toffee",syrupy,syrupy,syrupy
rwanda,2014,coe,8,89.13,,10594.8,,"orange,phosphoric","plum,apricot,red cherry,red currant,red berry,raisin,very floral,caramel","well balanced,thick candy mouthfeel,smooth,good weight,long,sweet finish","well balanced,thick candy mouthfeel,smooth,good weight,long,sweet finish","well balanced,thick candy mouthfeel,smooth,good weight,long,sweet finish"
rwanda,2014,coe,26,85.41,,7359,,"citric,lime,bright,lively","jasmine cherry,brown sugar,sugar cane,malt,melon rosemary,cherry starburst candy","silky,almond aftertaste,viscous","silky,almond aftertaste,viscous","silky,almond aftertaste,viscous"
rwanda,2014,coe,1,91,,50122.1,,"malic,citric,red apple","blackberry,sweet spice,raspberry,red apple,raisin,cinnamon red currants and,black currant","effervescent,sweet,pine aftertaste,dense,very clean,round,caramel finish,medium length","effervescent,sweet,pine aftertaste,dense,very clean,round,caramel finish,medium length","effervescent,sweet,pine aftertaste,dense,very clean,round,caramel finish,medium length"
rwanda,2014,coe,12,87.12,,7680,,"citric,malic","toffee,caramel,hibiscus,honey,sweet de milk,chocolate","tangerine,delicate,very clean,tamarind flavor","tangerine,delicate,very clean,tamarind flavor","tangerine,delicate,very clean,tamarind flavor"
rwanda,2014,coe,20,86.35,,6088.55,,"citric,orange,complex fruit","cacao,chocolate,coconut,toffee,brown sugar,caramel,floral,apricot,sugar syrup",round,round,round
rwanda,2014,coe,9,88.97,,12093.3,,"complex fruit,tartaric,multi dimensional","sweet pepper,raisins,grape juice,honey,mandarin,caramel,kumquat","silky body,notably clean and sweet","silky body,notably clean and sweet","silky body,notably clean and sweet"
rwanda,2014,coe,18,86.44,,11821.8,,"citric,lime","red fruits,pear,lime,maple,hazelnuts,raisins,floral,dried fruit","syrupy,structured","syrupy,structured","syrupy,structured"
rwanda,2014,coe,13,86.76,,6023.7,,"complex orange malic,succulent orange","chocolate,blackberry,molasses,cranberry,raspberry,very berry,orange peel,passion fruit,lime,caramel","balanced,long finish","balanced,long finish","balanced,long finish"
rwanda,2014,coe,7,89.44,,10100.7,,"citric,apple","jasmine,floral,vanilla,cherry,maple syrup,perfume,honey,dark chocolate,red grape,toffee","very clean,sweet","very clean,sweet","very clean,sweet"
rwanda,2014,coe,11,87.24,,9225.9,,"citric,balanced malic,citric","honey,brown sugar,cherry,red currant,blackberry,cocoa butter,chocolate,berry","lingering,sweet finish,long aftertaste,creamy body","lingering,sweet finish,long aftertaste,creamy body","lingering,sweet finish,long aftertaste,creamy body"
rwanda,2014,coe,4,89.97,,12898.2,,"lemon,citric,zingy","blackberry,dark fruit,plum,caramel,hazelnut,brown sugar,chocolate,young red licorice,honey,red cherry","very balanced,sticky mouthfeel,mouth clinging,long lasting,sweet finish","very balanced,sticky mouthfeel,mouth clinging,long lasting,sweet finish","very balanced,sticky mouthfeel,mouth clinging,long lasting,sweet finish"
rwanda,2014,coe,23,85.79,,7323.6,,citric,"floral,pineapple,apricot,tangerine,molasses,earl grey tea,eucalyptus,cherry","green tea aftertaste,silky body","green tea aftertaste,silky body","green tea aftertaste,silky body"
rwanda,2014,coe,21,86.24,,4985.5,,"malic,citric","green apple,cherry,tropical fruit,honey,banana,hazelnuts,cane sugar",viscous mouthfeel,viscous mouthfeel,viscous mouthfeel
rwanda,2014,coe,27,85.35,,5041,,malic citric,"honey,caramel,grape,apple,floral,chocolate fudge,raspberry,hazelnut","real balanced,silky","real balanced,silky","real balanced,silky"
rwanda,2014,coe,5,89.91,,10194.3,,"malic,orange,mellow","red currants,red,stone fruit,fresh fig,brown sugar,prunes,tonic water,cinnamon,berries,dried fruit,red fruit,pear","creamy,kiwi papaya,molasses","creamy,kiwi papaya,molasses","creamy,kiwi papaya,molasses"
rwanda,2014,coe,19,86.44,,5062.4,,,,,,
rwanda,2014,coe,3,90.59,,10478.8,,tartaric,"honey,pear,quince jelly,caramel,floral,blueberries,plum,sugar cane,sweet lemonade apple juice as cooling grape,peach","juicy,syrupy,clean cup","juicy,syrupy,clean cup","juicy,syrupy,clean cup"
rwanda,2014,coe,25,85.68,,6543.3,,tart citric,"crab apple,blueberry,potpourri,honey,tangerine",smooth,smooth,smooth
rwanda,2014,coe,28,85.24,,4748.1,,malic,"molasses,honey,cherry,red apple,baker's chocolate,chai spice,rum,umami,hops",syrupy,syrupy,syrupy
rwanda,2014,coe,10,88.84,,10079.3,,"orange,citric,malic","caramel,red currant,cherry,red,stone fruit,hibiscus,grapefruit gumdrops,brown sugar,chocolate,hazel nut,nutella","creamy body,clean,sweet","creamy body,clean,sweet","creamy body,clean,sweet"
rwanda,2014,coe,17,86.5,,6860,,tartaric,"raspberry,cinnamon,molasses cherry red,cherry toffee","syrupy,creamy,well balanced","syrupy,creamy,well balanced","syrupy,creamy,well balanced"
rwanda,2014,coe,15,86.65,,5974,,"complex,malic tartaric,phosphoric,fizzy","green grape,black cherry,dark berries,blueberries,sundried tomato,tobacco,brown sugar,mild chocolate","very clean,crisp aftertaste,buttery mouthfeel,quick clean aftertaste","very clean,crisp aftertaste,buttery mouthfeel,quick clean aftertaste","very clean,crisp aftertaste,buttery mouthfeel,quick clean aftertaste"
rwanda,2014,coe,24,85.74,,6043.5,,"phosphoric,lemon","almond,cola,tangerine,nectarine,sassafras,blackberry,honey","clean,silky","clean,silky","clean,silky"
rwanda,2014,coe,14,86.65,,6748.5,,"citric,malic,juicy,mandarin lime","cane sugar,pink grapefruit,plum,caramel,black currant,chocolate,sugar,syrup,vanilla","spicy,hefty body,freshness basil finish medium but clean,improved as it cooled,long,sweet finish,long finish,coating mouth feel","spicy,hefty body,freshness basil finish medium but clean,improved as it cooled,long,sweet finish,long finish,coating mouth feel","spicy,hefty body,freshness basil finish medium but clean,improved as it cooled,long,sweet finish,long finish,coating mouth feel"
rwanda,2014,coe,2,90.69,,36653.8,,"complex and well balanced,juicy,structured,sparkling","cinnamon,floral,red currant,caramel,apricot,tea rose,brown sugar,berry,grape,strawberry,perfumy aroma","creamy,dense,sugary mouthfeel,well balanced,orange finish,consistent persistence,syrupy","creamy,dense,sugary mouthfeel,well balanced,orange finish,consistent persistence,syrupy","creamy,dense,sugary mouthfeel,well balanced,orange finish,consistent persistence,syrupy"
rwanda,2014,coe,6,89.75,,11124.5,,"raspberry,brisk,lively,well balanced fruit acid","caramel,molasses,walnut,almonds,lavender,berry","fruity medium length finish,heavy soft mouthfeel,lingering,very consistent","fruity medium length finish,heavy soft mouthfeel,lingering,very consistent","fruity medium length finish,heavy soft mouthfeel,lingering,very consistent"
rwanda,2015,coe,15,86.68,,11771.56,,"lactic,citric","nutty,honey,orange,apricot,sugar,brown sugar,red apple,apricot,honey,cinnamon,green grape,ginger,mandarin","delicate,creamy,lasting after taste","delicate,creamy,lasting after taste","delicate,creamy,lasting after taste"
rwanda,2015,coe,7,88.89,,38933.6,,"malic,complex,snappy,bright","honey,floral,melon,caramel,avocado,raspberries,dark berries,plum,black currant,stone fruit,cherries,citrus,pineapple,peach,jasmine","buttery body,smooth,refreshing,round,structured","buttery body,smooth,refreshing,round,structured","buttery body,smooth,refreshing,round,structured"
rwanda,2015,coe,24,85,,9748.8,,"citric,zingy","clove,citrus,chocolate,vanilla,peach,caramel,apple,mandarin orange,clove,lime,lemon grass","round,elegant","round,elegant","round,elegant"
rwanda,2015,coe,17,86.29,,11535.89,,"malic,tangy,citric","honey,milk chocolate,orange,grapefruit,peach,hard cider,passion fruit,jasmine,plum,pineapple","delicate,juicy,smooth mouth feel,tangy","delicate,juicy,smooth mouth feel,tangy","delicate,juicy,smooth mouth feel,tangy"
rwanda,2015,coe,5,89.21,,15982.61,,"malic,bright,sparkling","floral,black grape,apricot,plum,grapefruit,jasmine,orange juice,honey,apple,cranberry,pineapple,nectarine","extremely heavy body,smooth,lasting sweetness","extremely heavy body,smooth,lasting sweetness","extremely heavy body,smooth,lasting sweetness"
rwanda,2015,coe,1,90.42,,60782.62,,"complex,bold,crisp,zingy","popcorn,lemon,cranberry,raspberry,jasmine,apricot,honeysuckle,white peach,white tea,fuji apple,blueberry,bergamot,crisp,stone fruit,mandarin,ginger,elder flower,raspberry,jasmine,black tea","transparent,very sweet,clean,round,structured,refined","transparent,very sweet,clean,round,structured,refined","transparent,very sweet,clean,round,structured,refined"
rwanda,2015,coe,20,86.11,,12063.69,,"citric,lime,malic","fudge,chocolate,apricot,green apple,fudge,blueberry,raspberry,black tea,caramel","juicy,creamy,smooth","juicy,creamy,smooth","juicy,creamy,smooth"
rwanda,2015,coe,21,85.97,,9943.78,,"citric,crisp,bright","floral,deep,dark chocolate,peach,sugar,lemon,orange juice,lime juice,orange,apple,honey,cherry,plum","juicy,long sweet after taste,transparent","juicy,long sweet after taste,transparent","juicy,long sweet after taste,transparent"
rwanda,2015,coe,8,88.37,,12579.54,,"citric,tangy,tart,malic,passion fruit","earl grey,tea,citrus,coriander,milk chocolate,lemon,key lime,mango,green apple,pear,raspberry","long finish,silky body","long finish,silky body","long finish,silky body"
rwanda,2015,coe,15,86.68,,10132.66,,"citric,brilliant,zingy,soft malic","orange,floral,lime blossom,lemon,peach,key lime pie,caramel,brown sugar,tangerine,lemon custard,grapefruit,candied apples","good intensity,nice clarity and balance,structured,smooth,round","good intensity,nice clarity and balance,structured,smooth,round","good intensity,nice clarity and balance,structured,smooth,round"
rwanda,2015,coe,10,86.92,,12143.04,,"malic,effervescent","floral,jasmine,melon,herbal,hibiscus,cranberry,winey,nectarine,honey,apricot,pear,red grape","round,sweet,clean,lush","round,sweet,clean,lush","round,sweet,clean,lush"
rwanda,2015,coe,18,86.21,,9950.75,,"malic,bright","dark chocolate,caramel,hazelnut,peach,cherry,orange,dried apricot,molasses,toffee,blood orange,maple,brown sugar,caramel,honey,vanilla,fruit,slight floral","delicate,soft mouth feel,creamy","delicate,soft mouth feel,creamy","delicate,soft mouth feel,creamy"
rwanda,2015,coe,3,89.89,,32913.9,,"bright,lively,tingly,apple","chocolate,honey,caramel,plum,chocolate malt balls,almond,raspberry,sugar cane,kiwi,mango,tangerine,black currant,orange blossom","smooth,creamy,solid,effervescent,round","smooth,creamy,solid,effervescent,round","smooth,creamy,solid,effervescent,round"
rwanda,2015,coe,10,86.92,,10702.57,,"grapefruit,crisp","floral,caramel,molasses,citrus,orange,praline,chocolate,mandarin,honey,pear,apricot,orange,clove","buttery,delicate,creamy","buttery,delicate,creamy","buttery,delicate,creamy"
rwanda,2015,coe,18,86.21,,11009.44,,"citric,mandarin,tartaric,juicy","orange,vanilla,apricot,honey,green apple,plum,peach,mandarin,pear,jasmine","caramel,sweet,transparent","caramel,sweet,transparent","caramel,sweet,transparent"
rwanda,2015,coe,6,89.05,,14211.86,,"citric,sparkly,tart,effervescent","ruby red grapefruit,spicy cloves,jasmine,passion fruit,mandarin,lemon lime,black currant,cane sugar","structured,consistent,super clear","structured,consistent,super clear","structured,consistent,super clear"
rwanda,2015,coe,22,85.87,,11634.75,,"malic,bright","vanilla,milk chocolate,lemon,apricot,cinnamon,orange,honey,caramel,muscadine grape","syrupy,smooth,sweet,round,solid","syrupy,smooth,sweet,round,solid","syrupy,smooth,sweet,round,solid"
rwanda,2015,coe,4,89.58,,12284.16,,"tartaric,bright","honeysuckle,almond,jasmine,caramel popcorn,nectarine,melon,orange tea,grapefruit,peony,vanilla","structured,velvety,soft,refined,long,sweet,perfumed","structured,velvety,soft,refined,long,sweet,perfumed","structured,velvety,soft,refined,long,sweet,perfumed"
rwanda,2015,coe,10,86.92,,10436.7,,"tartaric,complex,vibrant","lemon,jasmine,floral,mint,roasted hazelnuts,french plum,hibiscus,milk chocolate,red grape,vanilla,honey,peach,lemon","juicy,long finish,super sweet,balanced","juicy,long finish,super sweet,balanced","juicy,long finish,super sweet,balanced"
rwanda,2015,coe,2,90.13,,53222.86,,"bright,zingy,malic,tangy,sparkling,complex","orange marmalade,floral,black currant,grapefruit,sweet lemon,perfume,cinnamon,honey,apricot,lemon zest,jasmine,peach,orange,cranberry,tree tomato","syrupy,juicy,creamy,very balanced,consistent","syrupy,juicy,creamy,very balanced,consistent","syrupy,juicy,creamy,very balanced,consistent"
rwanda,2015,coe,23,85.74,,10272.12,,"mandarin,citric,complex,malic","lemon,orange,kiwi,nutty,ginger,green apple,mint,meyer lemon,citrus,anjou pear,red currant,muscat","syrupy mouth feel,creamy,sweet","syrupy mouth feel,creamy,sweet","syrupy mouth feel,creamy,sweet"
rwanda,2015,coe,9,87.34,,15204.37,,citric,"milk chocolate,marzipan,brown sugar,almond,toffee,mandarin,passion fruit,pear,grapefruit","soft,creamy,heavy body,round","soft,creamy,heavy body,round","soft,creamy,heavy body,round"
rwanda,2015,coe,14,86.79,,11847.85,,"malic,sparking,citric","honey,sugar cane,chinese plum,raspberry,lemon zest,pear,red apple,tangerine,ginger,lime zest,watermelon","winey,lingering sweet after taste","winey,lingering sweet after taste","winey,lingering sweet after taste"
rwanda,2015,coe,13,86.87,,14087.54,,"complex,sparkling,crispy","peach,mandarin,honey,lime,chocolate,lemon,stone fruit,apricot,passion fruit,cranberry,honey,walnuts","creamy,fresh,round body","creamy,fresh,round body","creamy,fresh,round body"
rwanda,2018,coe,17,87.62,Washed,10469.75,,"citric,clean,clear,tannic","black currant,peach,cola,apricot,berry,plum,raspberry,orange,caramel,nectarine","pineapple,green tea,jammy,white peach,creamy mouthfeel,dense","pineapple,green tea,jammy,white peach,creamy mouthfeel,dense","pineapple,green tea,jammy,white peach,creamy mouthfeel,dense"
rwanda,2018,coe,3,90.03,Washed,8074.24,,"citric,juicy,delicate,lite,champagne,epherspent,green apple","white peach,red apple,grape,honey,vanilla,caramel,jasmine,pear,coffee blossom,apricot,peach,stone fruit,finish,rum sweetness,almond butter","consistent,smooth and creamy texture,well structured,bing cherry,cantaloupe","consistent,smooth and creamy texture,well structured,bing cherry,cantaloupe","consistent,smooth and creamy texture,well structured,bing cherry,cantaloupe"
rwanda,2018,coe,2,90.06,Washed,5015.56,,"phosphoric,citric,orange zest","raspberry,tea rose,jasmine,sandalwood,banana,caramel,cashew nut,raspberry cordial,watermelon,tamarind","long and,sweet finish,creamy body,honey,complex fruit,cigar flavor","long and,sweet finish,creamy body,honey,complex fruit,cigar flavor","long and,sweet finish,creamy body,honey,complex fruit,cigar flavor"
rwanda,2018,coe,13,87.65,Washed,10311.68,,"phosphoric,malic","black cherry,peach,dark chocolate,currant,rosehip,berries,rhubarb,passionfruit,white tea,sugar coated almond,stewed strawberry fruit","full bodied,blood orange,transparent","full bodied,blood orange,transparent","full bodied,blood orange,transparent"
rwanda,2018,coe,9,88.92,Washed,10893.9,,"tartaric,lasting,persistent,balanced,citric and lime like","peach,cherries,apricot,vanilla,honey,red grape,floral,tamarind,raspberries,fresh herbs","very clean,long finish,sweet,creamy,vanilla,silky mouthfeel,very consistent,vanilla aroma,citric and,malic acid,sweet finish","very clean,long finish,sweet,creamy,vanilla,silky mouthfeel,very consistent,vanilla aroma,citric and,malic acid,sweet finish","very clean,long finish,sweet,creamy,vanilla,silky mouthfeel,very consistent,vanilla aroma,citric and,malic acid,sweet finish"
rwanda,2018,coe,12,87.71,Washed,10718.84,,"fruity,delicate,complex","lavender,peach,cola,honey,dark chocolate,cherry,floral,jasmine,orange,honey melon,sugar cane,marmalade,tamarind","floral all the way through fragrance to taste,silky mouthfeel,delicate,very clean","floral all the way through fragrance to taste,silky mouthfeel,delicate,very clean","floral all the way through fragrance to taste,silky mouthfeel,delicate,very clean"
rwanda,2018,coe,16,87.62,Washed,9627.59,,"malic,tartaric,fruit and,complex acidity,tannic,malic,lemon lime,grape","dried fruit,dates,peach,cola,lemon,roses,mint,honey","cinnamon,grapefruit,peach","cinnamon,grapefruit,peach","cinnamon,grapefruit,peach"
rwanda,2018,coe,23,87.29,Washed,11032.89,,"crispy,lime like,citric","dark fruit,blackberry,sugar,red grape,cherry caramel,tamrind","blueberry,butterscotch,cleansing finish,clear,transparent","blueberry,butterscotch,cleansing finish,clear,transparent","blueberry,butterscotch,cleansing finish,clear,transparent"
rwanda,2018,coe,21,87.35,Washed,8691.48,,"citric,malic,tartaric,green apple,vibrant,lingering","toffee,papaya,vanilla,molasses,prune,brown sugar,cherry,honey dew melon,peach,maple syrup","well structured,balanced","well structured,balanced","well structured,balanced"
rwanda,2018,coe,8,88.94,Washed,13667.55,,"tartaric,complex,malic,juicy","vanilla,sugar cane,floral,green tea,cranberry,rose,peach,white chocolate,prune,black currant,bergamot,red pear,peach","big,long finish,long,very sweet,brown sugar,structured,elegant,chocolate","big,long finish,long,very sweet,brown sugar,structured,elegant,chocolate","big,long finish,long,very sweet,brown sugar,structured,elegant,chocolate"
rwanda,2018,coe,15,87.62,Washed,10743.1,,"malic,citric,lingering","orange,strawberry,green apple,butter,caramel,clove","sweet finish,tropical fruits,juicy,syrupy,cocoa finish,pipe tobacco","sweet finish,tropical fruits,juicy,syrupy,cocoa finish,pipe tobacco","sweet finish,tropical fruits,juicy,syrupy,cocoa finish,pipe tobacco"
rwanda,2018,coe,3,90.03,Washed,8175.17,,"citric,juicy,delicate,lite,champagne,epherspent,green apple","white peach,red apple,grape,honey,vanilla,caramel,jasmine,pear,coffee blossom,apricot,peach,stone fruit,finish,rum sweetness,almond butter","consistent,smooth and creamy texture,well structured,bing cherry,cantaloupe","consistent,smooth and creamy texture,well structured,bing cherry,cantaloupe","consistent,smooth and creamy texture,well structured,bing cherry,cantaloupe"
rwanda,2018,coe,10,88.69,Washed,9738.91,,"strong malic,bright,green apple","bergamot,stone fruit,black tea,lemongrass,cedar,red apple,nectarine,ginger","full body,well balanced,round fruit,long finish,creamy","full body,well balanced,round fruit,long finish,creamy","full body,well balanced,round fruit,long finish,creamy"
rwanda,2018,coe,28,86.62,Washed,14671.75,,"malic,juicy","dark chocolate,salted caramel,vanilla,plum,strawberry,floral,clove blackberry,tobacco,cedar","improved on cool,golden raisin,smooth,savory,black olive,red grape,red currant","improved on cool,golden raisin,smooth,savory,black olive,red grape,red currant","improved on cool,golden raisin,smooth,savory,black olive,red grape,red currant"
rwanda,2018,coe,11,87.74,Washed,11847.72,,"citric,malic,crisp,clean","cherry,black tea,plum,lime zest,chocolate,berries","very sweet,lime,plum","very sweet,lime,plum","very sweet,lime,plum"
rwanda,2018,coe,6,89.44,Washed,10094.22,,"very clean,structured,mandarin,tangerine","butterscotch,strawberries,jasmine,red grape,lemon tea,lemongrass,honey,peach,caramel,brown sugar","creamy,sweet finish,delicate,clove,candy,silky,umami","creamy,sweet finish,delicate,clove,candy,silky,umami","creamy,sweet finish,delicate,clove,candy,silky,umami"
rwanda,2018,coe,2,90.06,Washed,4960.44,,"phosphoric,citric,orange zest","raspberry,tea rose,jasmine,sandalwood,banana,caramel,cashew nut,raspberry cordial,watermelon,tamarind","long and,sweet finish,creamy body,honey,complex fruit,cigar flavor","long and,sweet finish,creamy body,honey,complex fruit,cigar flavor","long and,sweet finish,creamy body,honey,complex fruit,cigar flavor"
rwanda,2018,coe,22,87.29,Washed,10823.12,,"malic,lime,complex,phosphoric","toffee,vanilla,caramel,apple,rose,cedar,raspberry,blackberry,red grape,maple syrup","clean,complex,improved on cool,coating mouthfeel,complex,long aftertaste,peach,golden raisin,prune,dark,dried fruit,pipe tobacco","clean,complex,improved on cool,coating mouthfeel,complex,long aftertaste,peach,golden raisin,prune,dark,dried fruit,pipe tobacco","clean,complex,improved on cool,coating mouthfeel,complex,long aftertaste,peach,golden raisin,prune,dark,dried fruit,pipe tobacco"
rwanda,2018,coe,26,86.79,Washed,11343.31,,"malic,soft,balanced,citric,juicy,bright,green grape,tartaric","orange peel,clove,cedar,molasses,green tea,honey,peach,apricot,roasted nut,cocoa,cranberry,raisin","silky body,smooth mouthfeel,harmonious,lasting finish,lingering aftertaste","silky body,smooth mouthfeel,harmonious,lasting finish,lingering aftertaste","silky body,smooth mouthfeel,harmonious,lasting finish,lingering aftertaste"
rwanda,2018,coe,18,87.59,Washed,10432.73,,"citric,malic,lively","rose,peach,bergamot,plum,orange,plum","vanilla,honey dew,floral,well balanced","vanilla,honey dew,floral,well balanced","vanilla,honey dew,floral,well balanced"
rwanda,2018,coe,1,90.53,Washed,24709.06,,"citric,malic,balanced,sparkling,complex","chocolate,peach,honey,vanilla,watermelon,black currant,rose,lavender,jasmine,cinnamon,green tea,finish,long finish,grapefruit,green apple,white,stone fruit,nectarine,key lime","super clean,sweetness right up front,consistent,cinnamon finish,honey water","super clean,sweetness right up front,consistent,cinnamon finish,honey water","super clean,sweetness right up front,consistent,cinnamon finish,honey water"
rwanda,2018,coe,1,90.53,Washed,24048.39,,"citric,malic,balanced,sparkling,complex","chocolate,peach,honey,vanilla,watermelon,black currant,rose,lavender,jasmine,cinnamon,green tea,finish,long finish,grapefruit,green apple,white,stone fruit,nectarine,key lime","super clean,sweetness right up front,consistent,cinnamon finish,honey water","super clean,sweetness right up front,consistent,cinnamon finish,honey water","super clean,sweetness right up front,consistent,cinnamon finish,honey water"
rwanda,2018,coe,27,86.62,Washed,13260.34,,"citric,lime like,meyer lemon","raspberry,watermelon,plum,baked apple,green apple,cinnamon,blackberry","vibrant,clean,rainier cherry,green apple,caramel","vibrant,clean,rainier cherry,green apple,caramel","vibrant,clean,rainier cherry,green apple,caramel"
rwanda,2018,coe,19,87.59,Washed,11890.18,,"tartaric,lively,red grape,malic,citric,lime,green apple,and delicate","viscous,minty,dark chocolate,golden raisin,malic,green tea,herbal,cane sugar","sweet,brown sugar,vanilla,panela sugar","sweet,brown sugar,vanilla,panela sugar","sweet,brown sugar,vanilla,panela sugar"
rwanda,2018,coe,14,87.65,Washed,10831.65,,"citic,rounded,vibrant","blackberry,raisin,sweet tobacco,orange,berries,lime,orangepeel,caramel,coffee pulp,marmalade,red fruits,honey,caramel,sugart ane,milk chocolate","well balanced,lasting finish,dark fruit,plum,blackberry","well balanced,lasting finish,dark fruit,plum,blackberry","well balanced,lasting finish,dark fruit,plum,blackberry"
rwanda,2018,coe,24,87.24,Washed,11604.01,,"malic,tartaric,balanced,tannic","honey,orange,red apple,fig,nougat,netmeg,cinnamon,chocolate cookie","round body,syrupy,lemon peel finish","round body,syrupy,lemon peel finish","round body,syrupy,lemon peel finish"
rwanda,2018,coe,25,86.85,Washed,9479.64,,"tannic,complex,phosphoric,citric,lemon,kiwi","sugar cane,blackberry,floral,orange,chocolate,tannic,green tea,vanilla,syrah,herbal","plum,long finish,harmonoius and pleasantly dry","plum,long finish,harmonoius and pleasantly dry","plum,long finish,harmonoius and pleasantly dry"
rwanda,2018,coe,7,89.31,Washed,10243.65,,"structured,malic,citric,lively,integrated","sugar cane,clove,orange,honey,black tea,rose,raisin,lemon curd,pear,cran apple","long cacao finish,balanced,delicate,improved on cool,long body","long cacao finish,balanced,delicate,improved on cool,long body","long cacao finish,balanced,delicate,improved on cool,long body"
rwanda,2018,coe,5,89.53,Washed,16358.3,,"lemon lime,malic,juicy,tangerine","raspberry,dark cherry,milk chocolate,black tea,brown sugar,jasmine,floral,nougat,passionfruit,caramel,tropical fruit,coconut,cedar","rounded,darker fruits,fruit saturated","rounded,darker fruits,fruit saturated","rounded,darker fruits,fruit saturated"
rwanda,2018,coe,20,87.59,Washed,10112.58,,"crisp,complex,lingering,structured","buttery,floral,honey,orange blossom,hibiscus,apricot,black tea,cola","cane,grapefruit,peach,bosch pear,green grape,fresh","cane,grapefruit,peach,bosch pear,green grape,fresh","cane,grapefruit,peach,bosch pear,green grape,fresh"
bolivia,2009,coe,20,85.21,,13470.28,,"citric,lemon,complex fruit,balanced","roasted nuts,maple syrup,caramel,vanilla,jasmine,honey,pepper spice,berry,melon","silky,velvety,elegant,mandarin,semi sweet chocolate","silky,velvety,elegant,mandarin,semi sweet chocolate","silky,velvety,elegant,mandarin,semi sweet chocolate"
bolivia,2009,coe,17,85.57,,9622.35,,"juicy,citrus,lemon","sweet tobacco,caramel,orange,jasmine,black currant,blackberry,sweet,dark cherry","transparent,velvety,orange,juicy,balanced","transparent,velvety,orange,juicy,balanced","transparent,velvety,orange,juicy,balanced"
bolivia,2009,coe,12,86.33,,14963.22,,"red currant,crisp,lemon,lime,green apple,complex fruits","grape,jasmine,peas,grains,forest berries,tobacco,honey,grapefruit","complete,complex,transparent,velvety,milky body,buttery,consistent,long lasting","complete,complex,transparent,velvety,milky body,buttery,consistent,long lasting","complete,complex,transparent,velvety,milky body,buttery,consistent,long lasting"
bolivia,2009,coe,13,86.26,,12824.7,,"lemon,orange,complex,red currant","floral,cinnamon,cherry,jasmine,orange cream,tangerine,lime,apricot,blackberry,ginger","balanced,full,juicy,creamy,transparent,consistent,flowery","balanced,full,juicy,creamy,transparent,consistent,flowery","balanced,full,juicy,creamy,transparent,consistent,flowery"
bolivia,2009,coe,19,85.24,,9507.44,,"citric,wine","cardamom,jasmine,tobacco,cedar,orange,dry fruits,berry,wine,apple,candied orange,caramel,sugar,lemon","full,thick body,high complexity,classic,creamy body","full,thick body,high complexity,classic,creamy body","full,thick body,high complexity,classic,creamy body"
bolivia,2009,coe,14,86.12,,14287.07,,"citric,green apple,complex","toffee,tobacco,black currant,raisin,concord grape,honey,caramel,butter,floral,jasmine","brown sugar,smooth,heavy body,apricot","brown sugar,smooth,heavy body,apricot","brown sugar,smooth,heavy body,apricot"
bolivia,2009,coe,15,85.81,,11694.16,,"transparent citrus,light,orange","caramel,jasmine,orange,apricot,tropical fruits,passionfruit,milk chocolate,floral,fruit candy","clarity,complex,creamy,velvety,chewy","clarity,complex,creamy,velvety,chewy","clarity,complex,creamy,velvety,chewy"
bolivia,2009,coe,18,85.24,,9431.38,,"green apple,green grapes,crisp lime,lively,citric","wine,chocolate,cherry,green apple,honey,orange,caramel,blackberry","balanced,juicy,berries","balanced,juicy,berries","balanced,juicy,berries"
bolivia,2009,coe,29,84.33,,10391.24,,"citrus,refined,mandarin orange,green apple","perfume,sweet honey,vanilla,smoky,grapefruit,herbal,cherry,orange,dark chocolate","complex,velvety body,well balanced","complex,velvety body,well balanced","complex,velvety body,well balanced"
bolivia,2009,coe,27,84.6,,10633.86,,"lemon,green apple,bright,elegant,orange","peach,geranium,black tea,black currant,berry,cocoa,honey,toffee","peach,creamy","peach,creamy","peach,creamy"
bolivia,2009,coe,10,87.52,,14928.85,,"intense,citric,orange,snappy,grape,berry,bright","honey,dark chocolate,tangerine,mandarin,dry fruit,sweet apple,orange,mango,peach,earthy,herbal,almond,toffee","lush body,creamy,complex,milky body,long,buttery aftertaste,smooth","lush body,creamy,complex,milky body,long,buttery aftertaste,smooth","lush body,creamy,complex,milky body,long,buttery aftertaste,smooth"
bolivia,2009,coe,9,87.95,,18660.39,,"orange,citric,lively,juicy,transparent,grapefruit","green apple,blueberry,stone fruit,peach,apricot,black cherry,brown sugar,red apple,blackberry,marzipan,nutty,butter","molasses,layered,hops,geranium,refined","molasses,layered,hops,geranium,refined","molasses,layered,hops,geranium,refined"
